Eviction ID,Address,Neighborhoods - Analysis Boundaries
M081652,1700 Block Of Stockton  Street,North Beach
M081578,1800 Block Of Powell  Street,North Beach
M081579,400 Block Of Hyde  Street,Tenderloin
M081655,600 Block Of Greenwich  Street,North Beach
M081316,1700 Block Of Grove  Street,Lone Mountain/USF
M081315,1500 Block Of Oak  Street,Haight Ashbury
M081576,400 Block Of Hyde  Street,Tenderloin
M081575,700 Block Of Colby  Street,Portola
M081573,1800 Block Of Powell  Street,North Beach
M081574,1800 Block Of Powell  Street,North Beach
M081577,100 Block Of Sickles  Avenue,Outer Mission
M081522,1500 Block Of Funston  Avenue,Inner Sunset
M081521,500 Block Of Ofarrell  Street,Tenderloin
M081523,3400 Block Of 19th  Street,Mission
M081520,500 Block Of Ofarrell  Street,Tenderloin
M081519,2000 Block Of California  Street,Pacific Heights
M081516,100 Block Of Eddy  Street,Tenderloin
M081498,4400 Block Of 20th  Street,Castro/Upper Market
M081512,1000 Block Of Fillmore  Street,Western Addition
M081506,700 Block Of 2nd  Avenue,Inner Richmond
M081511,800 Block Of Ofarrell  Street,Tenderloin
M081505,700 Block Of 2nd  Avenue,Inner Richmond
M081515,1500 Block Of Fulton  Street,Lone Mountain/USF
M081508,700 Block Of 2nd  Avenue,Inner Richmond
M081503,700 Block Of 2nd  Avenue,Inner Richmond
M081513,100 Block Of Ellis  Street,Tenderloin
M081517,600 Block Of Ellis  Street,Tenderloin
M081518,100 Block Of Ellis  Street,Tenderloin
M081501,1700 Block Of Anza  Street,Inner Richmond
M081499,4400 Block Of 20th  Street,Castro/Upper Market
M081514,0 Block Of Bridgeview  Drive,Bayview Hunters Point
M081509,700 Block Of 2nd  Avenue,Inner Richmond
M081504,700 Block Of 2nd  Avenue,Inner Richmond
M081500,2800 Block Of Kirkham  Street,Sunset/Parkside
M081497,500 Block Of Ofarrell  Street,Tenderloin
M081507,700 Block Of 2nd  Avenue,Inner Richmond
M081502,1200 Block Of 3rd  Avenue,Inner Sunset
M081496,1200 Block Of 3rd  Avenue,Inner Sunset
M081492,100 Block Of 9th  Avenue,Inner Richmond
M081313,1200 Block Of Union  Street,Russian Hill
M081494,5700 Block Of Mission  Street,Excelsior
M081491,0 Block Of Pomona  Street,Bayview Hunters Point
M081312,800 Block Of Clayton  Street,Haight Ashbury
M081495,2100 Block Of 20th  Avenue,Sunset/Parkside
M081493,700 Block Of Colby  Street,Portola
M081485,0 Block Of Belvedere  Street,Haight Ashbury
M081314,400 Block Of 4th  Avenue,Inner Richmond
M081489,1400 Block Of Polk  Street,Nob Hill
M081484,0 Block Of Belvedere  Street,Haight Ashbury
M081488,1400 Block Of South Van Ness  Avenue,Mission
M081490,1200 Block Of 3rd  Avenue,Inner Sunset
M081487,1600 Block Of Sutter  Street,Pacific Heights
M081486,0 Block Of Rutland  Street,Visitacion Valley
M081510,3000 Block Of Market  Street,Castro/Upper Market
M081482,900 Block Of Franklin  Street,Western Addition
M081471,3900 Block Of 21st  Street,Castro/Upper Market
M081480,0 Block Of Turk  Street,Tenderloin
M081473,3900 Block Of 21st  Street,Castro/Upper Market
M081475,3900 Block Of 21st  Street,Castro/Upper Market
M081477,400 Block Of Cabrillo  Street,Inner Richmond
M081310,1600 Block Of Greenwich  Street,Marina
M081470,3900 Block Of 21st  Street,Castro/Upper Market
M081479,0 Block Of Turk  Street,Tenderloin
M081311,300 Block Of Park  Street,Bernal Heights
M081476,0 Block Of Belden  Place,
M081483,0 Block Of Turk  Street,Tenderloin
M081474,3900 Block Of 21st  Street,Castro/Upper Market
M081478,0 Block Of Turk  Street,Tenderloin
M081472,3900 Block Of 21st  Street,Castro/Upper Market
M081481,100 Block Of Eddy  Street,Tenderloin
M081468,4000 Block Of 18th  Street,Castro/Upper Market
M081469,700 Block Of Fell  Street,Hayes Valley
M081467,1600 Block Of Hyde  Street,Russian Hill
M081466,500 Block Of Grant  Avenue,Financial District/South Beach
M081464,1200 Block Of Arguello  Boulevard,Inner Sunset
M081463,200 Block Of Hyde  Street,Tenderloin
M081465,1200 Block Of Arguello  Boulevard,Inner Sunset
M081462,200 Block Of Clipper  Street,Noe Valley
M081309,700 Block Of 8th  Avenue,Inner Richmond
M081461,700 Block Of Dartmouth  Street,Portola
M081458,1300 Block Of Pine  Street,Nob Hill
M081459,0 Block Of 6th  Street,South of Market
M081460,600 Block Of Ellis  Street,Tenderloin
M081457,3100 Block Of Octavia  Street,Marina
M081307,100 Block Of Dellbrook  Avenue,Twin Peaks
M081306,1300 Block Of 35th  Avenue,Sunset/Parkside
M081455,2200 Block Of 38th  Avenue,Sunset/Parkside
M081456,100 Block Of University  Street,Portola
M081304,1700 Block Of Yosemite  Avenue,Bayview Hunters Point
M081453,3100 Block Of Octavia  Street,Marina
M081454,200 Block Of Cotter  Street,Outer Mission
M081449,600 Block Of France  Avenue,Excelsior
M081450,600 Block Of France  Avenue,Excelsior
M081451,4000 Block Of 18th  Street,Castro/Upper Market
M081452,3100 Block Of Octavia  Street,Marina
M081303,300 Block Of Utah  Street,Mission
M081301,0 Block Of Stanford Heights  Avenue,West of Twin Peaks
M081302,4200 Block Of 21st  Street,Noe Valley
M081442,300 Block Of Valencia  Street,Mission
M081308,800 Block Of Page  Street,Haight Ashbury
M081443,1100 Block Of Market  Street,South of Market
M081298,1500 Block Of Oak  Street,Haight Ashbury
M081300,3500 Block Of Divisadero  Street,Marina
M081299,300 Block Of College  Avenue,Bernal Heights
M081305,200 Block Of 15th  Avenue,Outer Richmond
M081295,1100 Block Of Jackson  Street,Nob Hill
M081296,13300 Block Of Beulah  Street,Haight Ashbury
M081438,700 Block Of 27th  Street,Noe Valley
M081441,0 Block Of Virginia  Avenue,Bernal Heights
M081439,2800 Block Of San Bruno  Avenue,Portola
M081437,1300 Block Of Alabama  Street,Mission
M081440,2700 Block Of Sutter  Street,Presidio Heights
M081294,300 Block Of Prospect  Avenue,Bernal Heights
M081432,2500 Block Of Folsom  Street,Mission
M081430,1700 Block Of 32nd  Avenue,Sunset/Parkside
M081435,2600 Block Of 21st  Street,Potrero Hill
M081436,0 Block Of 6th  Street,South of Market
M081433,2600 Block Of 21st  Street,Potrero Hill
M081297,700 Block Of 8th  Avenue,Inner Richmond
M081434,2600 Block Of 21st  Street,Potrero Hill
M081431,500 Block Of Pierce  Street,Hayes Valley
M081390,200 Block Of Valencia  Street,Mission
M081389,0 Block Of Tucker  Avenue,Visitacion Valley
M081392,400 Block Of Locust  Street,Presidio Heights
M081293,2400 Block Of Scott  Street,Pacific Heights
M081393,400 Block Of Locust  Street,Presidio Heights
M081391,400 Block Of Lombard  Street,North Beach
M081290,3000 Block Of Turk  Boulevard,Lone Mountain/USF
M081387,400 Block Of Lake View  Avenue,Oceanview/Merced/Ingleside
M081289,400 Block Of Alvarado  Street,Noe Valley
M081388,400 Block Of Lake View  Avenue,Oceanview/Merced/Ingleside
M081383,1100 Block Of Market  Street,South of Market
M081384,1100 Block Of Market  Street,South of Market
M081386,1200 Block Of 3rd  Avenue,Inner Sunset
M081385,1200 Block Of 3rd  Avenue,Inner Sunset
M081288,1800 Block Of Pacific  Avenue,Pacific Heights
M081381,400 Block Of Hyde  Street,Tenderloin
M081382,400 Block Of Hyde  Street,Tenderloin
M081380,400 Block Of Eddy  Street,Tenderloin
M081291,200 Block Of 15th  Avenue,Outer Richmond
M081375,600 Block Of France  Avenue,Excelsior
M081292,1400 Block Of Thomas  Avenue,Bayview Hunters Point
M081379,1200 Block Of 3rd  Avenue,Inner Sunset
M081377,1300 Block Of Kansas  Street,Potrero Hill
M081374,0 Block Of Terra Vista  Avenue,Lone Mountain/USF
M081376,200 Block Of Beverly  Street,Oceanview/Merced/Ingleside
M081378,1400 Block Of 12th  Avenue,Inner Sunset
M081373,300 Block Of Ellis  Street,Tenderloin
M081287,2000 Block Of Bush  Street,Pacific Heights
M081371,1200 Block Of Folsom  Street,South of Market
M081372,1200 Block Of Folsom  Street,South of Market
M081370,600 Block Of Edinburgh  Street,Excelsior
M081367,2100 Block Of Taylor  Street,Russian Hill
M081286,6900 Block Of California  Street,Outer Richmond
M081365,600 Block Of Ellis  Street,Tenderloin
M081359,1300 Block Of Pine  Street,Nob Hill
M081363,300 Block Of Walnut  Street,Presidio Heights
M081364,1600 Block Of Page  Street,Haight Ashbury
M081361,2700 Block Of 23rd  Street,Mission
M081360,0 Block Of Sumner  Street,South of Market
M081366,200 Block Of Eddy  Street,Tenderloin
M081285,1800 Block Of Hyde  Street,Russian Hill
M081362,1000 Block Of Bush  Street,Nob Hill
M081284,200 Block Of France  Street,
M081351,2700 Block Of Folsom  Street,Mission
M081356,2700 Block Of Folsom  Street,Mission
M081353,2700 Block Of Folsom  Street,Mission
M081350,1100 Block Of Bush  Street,Nob Hill
M081358,2700 Block Of Folsom  Street,Mission
M081352,2700 Block Of Folsom  Street,Mission
M081355,2700 Block Of Folsom  Street,Mission
M081357,2700 Block Of Folsom  Street,Mission
M081354,2700 Block Of Folsom  Street,Mission
M081349,400 Block Of Hyde  Street,Tenderloin
M081283,0 Block Of Douglass  Street,Castro/Upper Market
M081347,0 Block Of Chester  Avenue,Oceanview/Merced/Ingleside
M081346,0 Block Of Chester  Avenue,Oceanview/Merced/Ingleside
M081282,0 Block Of Dorland  Street,Mission
M081348,400 Block Of Hyde  Street,Tenderloin
M081341,200 Block Of Noe  Street,Castro/Upper Market
M081337,200 Block Of Noe  Street,Castro/Upper Market
M081345,200 Block Of Noe  Street,Castro/Upper Market
M081333,200 Block Of 26th  Avenue,Outer Richmond
M081343,200 Block Of Noe  Street,Castro/Upper Market
M081340,200 Block Of Noe  Street,Castro/Upper Market
M081336,200 Block Of Noe  Street,Castro/Upper Market
M081334,1200 Block Of Broadway  Street,
M081335,200 Block Of Noe  Street,Castro/Upper Market
M081339,200 Block Of Noe  Street,Castro/Upper Market
M081344,200 Block Of Noe  Street,Castro/Upper Market
M081342,200 Block Of Noe  Street,Castro/Upper Market
M081338,200 Block Of Noe  Street,Castro/Upper Market
M081328,3700 Block Of 17th  Street,Castro/Upper Market
M081326,100 Block Of Lombard  Street,Financial District/South Beach
M081332,1300 Block Of Revere  Avenue,Bayview Hunters Point
M081329,5500 Block Of Mission  Street,Excelsior
M081327,3700 Block Of 17th  Street,Castro/Upper Market
M081325,1000 Block Of Leavenworth  Street,Nob Hill
M081281,1400 Block Of 33rd  Avenue,Sunset/Parkside
M081330,5500 Block Of Mission  Street,Excelsior
M081331,2700 Block Of Market  Street,Castro/Upper Market
M081280,200 Block Of Rose  Street,Hayes Valley
M081323,900 Block Of Powell  Street,Nob Hill
M081324,4100 Block Of 26th  Street,Noe Valley
M081121,800 Block Of 27th  Avenue,Outer Richmond
M081123,800 Block Of 27th  Avenue,Outer Richmond
M081322,2400 Block Of California  Street,Pacific Heights
M081275,700 Block Of Vienna  Street,Excelsior
M081279,3600 Block Of Jackson  Street,Presidio Heights
M081320,4100 Block Of 26th  Avenue,
M081321,500 Block Of Hyde  Street,Tenderloin
M081319,2400 Block Of 46th  Avenue,Sunset/Parkside
M081274,1400 Block Of Francisco  Street,Marina
M081278,200 Block Of 23rd  Avenue,Outer Richmond
M081273,1000 Block Of Leconte  Avenue,Bayview Hunters Point
M081258,700 Block Of 26th  Avenue,Outer Richmond
M081272,0 Block Of Sanchez  Street,Castro/Upper Market
M081277,7600 Block Of Geary  Boulevard,Outer Richmond
M081269,800 Block Of Clay  Street,Chinatown
M081257,700 Block Of 26th  Avenue,Outer Richmond
M081268,700 Block Of Taylor  Street,Nob Hill
M081270,900 Block Of Junipero Serra  Boulevard,West of Twin Peaks
M081271,300 Block Of 21st  Avenue,Outer Richmond
M081448,2700 Block Of Folsom  Street,Mission
M081245,2800 Block Of Jackson  Street,Pacific Heights
M081267,1000 Block Of Ingerson  Avenue,Bayview Hunters Point
M081262,6400 Block Of California  Street,Outer Richmond
M081264,6400 Block Of California  Street,Outer Richmond
M081263,6400 Block Of California  Street,Outer Richmond
M081246,2800 Block Of Jackson  Street,Pacific Heights
M081247,2800 Block Of Jackson  Street,Pacific Heights
M081266,500 Block Of 7th  Avenue,Inner Richmond
M081243,2800 Block Of Jackson  Street,Pacific Heights
M081265,1700 Block Of La Salle  Avenue,Bayview Hunters Point
M081276,400 Block Of Alvarado  Street,Noe Valley
M080827,800 Block Of Rhode Island  Street,Potrero Hill
M080828,400 Block Of 3rd  Avenue,Inner Richmond
M081259,100 Block Of Haight  Street,Hayes Valley
M081209,13811300 Block Of 19th  Avenue,Sunset/Parkside
M081261,2900 Block Of Lyon  Street,Marina
M081260,1500 Block Of Funston  Avenue,Inner Sunset
M081200,1300 Block Of Grove  Street,Hayes Valley
M081207,4200 Block Of Mission  Street,Excelsior
M081368,2700 Block Of 23rd  Street,Mission
M081201,1300 Block Of Grove  Street,Hayes Valley
M081204,700 Block Of Vienna  Street,Excelsior
M081203,1300 Block Of Grove  Street,Hayes Valley
M081199,1300 Block Of Grove  Street,Hayes Valley
M081208,100 Block Of Claremont  Boulevard,West of Twin Peaks
M081205,700 Block Of Vienna  Street,Excelsior
M081198,1300 Block Of Grove  Street,Hayes Valley
M081202,1300 Block Of Grove  Street,Hayes Valley
M081206,700 Block Of Vienna  Street,Excelsior
M081193,600 Block Of Oak  Street,Hayes Valley
M081196,600 Block Of Jones  Street,Tenderloin
M081195,700 Block Of Broadway  Street,
M081194,100 Block Of Belvedere  Street,Haight Ashbury
M081197,100 Block Of 6th  Street,South of Market
M081192,400 Block Of Locust  Street,Presidio Heights
M081191,100 Block Of Noe  Street,Castro/Upper Market
M080824,400 Block Of Ulloa  Street,West of Twin Peaks
M080826,2200 Block Of Sacramento  Street,Pacific Heights
M081188,0 Block Of Virginia  Avenue,Bernal Heights
M081190,400 Block Of Minna  Street,South of Market
M081189,600 Block Of Excelsior  Avenue,Excelsior
M081185,300 Block Of Ellis  Street,Tenderloin
M081187,1900 Block Of Taraval  Street,Sunset/Parkside
M081184,100 Block Of Brighton  Avenue,Oceanview/Merced/Ingleside
M081186,300 Block Of Ellis  Street,Tenderloin
M081177,1400 Block Of 15th  Street,Mission
M081179,1700 Block Of Silver  Avenue,Bayview Hunters Point
M081173,200 Block Of Naples  Street,Excelsior
M080825,600 Block Of 15th  Avenue,Outer Richmond
M081181,100 Block Of Pierce  Street,Haight Ashbury
M081175,1300 Block Of 43rd  Avenue,Sunset/Parkside
M081176,1800 Block Of 21st  Avenue,Sunset/Parkside
M081174,100 Block Of 6th  Street,South of Market
M081180,700 Block Of Divisadero  Street,Hayes Valley
M081183,1100 Block Of Goettingen  Street,Visitacion Valley
M081182,1100 Block Of Goettingen  Street,Visitacion Valley
M081178,3600 Block Of 18th  Street,Mission
M080823,1200 Block Of 8th  Avenue,Inner Sunset
M081171,100 Block Of Turk  Street,Tenderloin
M081170,600 Block Of Ellis  Street,Tenderloin
M081172,600 Block Of Ashbury  Street,Haight Ashbury
M081165,1200 Block Of Folsom  Street,South of Market
M081153,1600 Block Of 18th  Avenue,Inner Sunset
M081166,1200 Block Of Folsom  Street,South of Market
M080820,1200 Block Of 23rd  Avenue,Sunset/Parkside
M080821,500 Block Of Castro  Street,Castro/Upper Market
M081168,1300 Block Of Hampshire  Street,Mission
M081164,1200 Block Of Folsom  Street,South of Market
M081167,0 Block Of Santa Marina  Street,Bernal Heights
M080819,100 Block Of Christopher  Drive,Inner Sunset
M081154,1000 Block Of Hampshire  Street,Mission
M081161,1000 Block Of Howard  Street,South of Market
M081163,1000 Block Of Howard  Street,South of Market
M081160,1000 Block Of Howard  Street,South of Market
M081158,200 Block Of Valencia  Street,Mission
M081169,0 Block Of Exeter  Street,Bayview Hunters Point
M081152,700 Block Of Union  Street,Chinatown
M081162,1000 Block Of Howard  Street,South of Market
M081159,800 Block Of Grove  Street,Hayes Valley
M081157,0 Block Of Santa Cruz  Avenue,Outer Mission
M080822,1300 Block Of Geneva  Avenue,Excelsior
M081155,0 Block Of 6th  Street,South of Market
M081156,0 Block Of Crescent  Avenue,Bernal Heights
M081151,1000 Block Of Oak  Street,Haight Ashbury
M080818,200 Block Of 7th  Avenue,Inner Richmond
M081150,100 Block Of Juilan  Avenue,Mission
M081149,1100 Block Of Fulton  Street,Western Addition
M081147,3300 Block Of 24th  Street,Mission
M080816,1500 Block Of Oak  Street,Haight Ashbury
M080817,400 Block Of Capp  Street,Mission
M081148,1300 Block Of Thomas  Avenue,Bayview Hunters Point
M081143,200 Block Of 16th  Avenue,Outer Richmond
M080815,0 Block Of Duncan  Street,Bernal Heights
M081144,400 Block Of Font  Boulevard,Lakeshore
M081145,100 Block Of Santa Ynez  Way,
M081146,800 Block Of 26th  Avenue,Outer Richmond
M081369,1300 Block Of 12th  Avenue,Inner Sunset
M081140,0 Block Of Acevedo  Avenue,Lakeshore
M081142,700 Block Of Bush  Street,Nob Hill
M081134,100 Block Of Turk  Street,Tenderloin
M081131,200 Block Of Eddy  Street,Tenderloin
M081129,600 Block Of Ellis  Street,Tenderloin
M081133,300 Block Of Andover  Street,Bernal Heights
M081135,100 Block Of Eddy  Street,Tenderloin
M081137,3300 Block Of Cesar Chavez  Street,Bernal Heights
M081138,3300 Block Of Cesar Chavez  Street,Bernal Heights
M081130,100 Block Of Turk  Street,Tenderloin
M081136,3300 Block Of Cesar Chavez  Street,Bernal Heights
M081141,700 Block Of Gonzalez  Drive,Lakeshore
M080813,1900 Block Of Stockton  Street,North Beach
M080814,2000 Block Of San Jose  Avenue,Outer Mission
M081139,200 Block Of Naples  Street,Excelsior
M081132,200 Block Of Eddy  Street,Tenderloin
M081125,100 Block Of 9th  Avenue,Inner Richmond
M081126,700 Block Of London  Street,Excelsior
M081128,800 Block Of 26th  Avenue,Outer Richmond
M081127,1100 Block Of Gilman  Avenue,Bayview Hunters Point
M080812,100 Block Of 5th  Avenue,Inner Richmond
M081122,800 Block Of 27th  Avenue,Outer Richmond
M081120,800 Block Of 27th  Avenue,Outer Richmond
M081124,800 Block Of 27th  Avenue,Outer Richmond
M081119,800 Block Of 27th  Avenue,Outer Richmond
M081113,200 Block Of Valencia  Street,Mission
M081116,0 Block Of Regent  Street,Outer Mission
M081111,200 Block Of Valencia  Street,Mission
M081115,0 Block Of Sala  Terrace,Outer Mission
